2017-07-17-09-43-13-729  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\netservice.cpp 135) 操作系统为_WIN32 

2017-07-17-09-43-13-732  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 58)  完成端口开始接收数据 

2017-07-17-09-43-13-734  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 58)  完成端口开始接收数据 

2017-07-17-09-43-13-741  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadpoolmodule.cpp 397)  增加线程条数 2
 
2017-07-17-09-43-13-741  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\communicationmanager.cpp 774) 通知上层新连接到达线程开始运行

2017-07-17-09-43-13-772  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\netservice.cpp 611) 通道08751910创建成功, new socket 3400, szRemoteIP:192.168.1.47, 		uiRemotePort:10002, szLocalIP:192.168.1.47, uiLocalPort:33729
 
2017-07-17-09-43-13-772  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=356 

2017-07-17-09-43-13-772  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=356 

2017-07-17-09-43-13-846  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-846  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-846  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-13-846  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-13-865  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-865  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-902  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-902  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-903  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-13-903  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-13-961  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-961  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-13-961  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-13-961  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-017  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-017  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-018  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-018  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-074  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-074  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-074  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-074  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-131  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-131  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-131  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-131  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=52 

2017-07-17-09-43-14-188  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-188  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-189  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-189  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-226  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-226  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-237  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-237  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-237  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-237  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-238  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-238  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-238  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-238  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-238  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-238  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-241  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-241  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-241  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-241  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-241  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道08751910准备发送数据0, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-242  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道08751910成功发送数据*, localport=33729, RemotePort=10002, unDataLen=116 

2017-07-17-09-43-14-242  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道08751910回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

2017-07-17-09-43-14-242  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道08751910回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:33729 

